"termo","OR","IC95_inf","IC95_sup","p_valor"
"(Intercept)",0.0736607746621167,0.0412225830498395,0.131624690215628,1.28037982730747e-16
"multimorbidade_catSim",1.5018595407178,1.24386031352371,1.81337249490281,2.97956852881669e-05
"abvd_catSim",2.68241619043433,2.19021480505847,3.28522873742154,7.04057561019753e-19
"idade_10",1.13292036398511,1.05444419342556,1.21723706113118,0.000716988616652798
"sexo_catMasculino",0.619345134073086,0.545964956831939,0.702587941405342,1.08347979431036e-12
"escolaridade_cat1-4 anos",1.03735624157978,0.8389046117892,1.28275367285134,0.734062618450788
"escolaridade_cat5-8 anos",1.32333492519302,0.999540670607014,1.7520200785548,0.0503735652061798
"escolaridade_catEnsino médio",1.06111582359613,0.793643290668411,1.41873156911312,0.687903803423238
"escolaridade_catSuperior",0.92936035801919,0.657148651777311,1.31433074194337,0.677617188761338
